qalam_index,candidate,votes,election_year
213,mohamed_shihab,0,2022
213,najib_saba,0,2022
213,ahmed_khalid,0,2022
213,melhem_khalaf,8,2022
213,nuhad_yazbek,2,2022
213,hani_alhamdiye,0,2022
213,mahmoud_fakih,1,2022
213,ali_abbas,1,2022
213,rushdi_qabbani,0,2022
213,waddah_alsadek,1,2022
213,samah_halwani,1,2022
213,fatima_meshref,0,2022
213,ibrahim_mnaimneh,5,2022
213,iman_tabbara,1,2022
213,marie_aljalakh,0,2022
213,iyad_albanna,0,2022
213,jihad_hamoud,0,2022
213,mohamed_alarab,0,2022
213,walid_itani,0,2022
213,khalid_hanqeer,0,2022
213,mohamed_ardaroumli,0,2022
213,ahmad_dabbagh,0,2022
213,adnan_traboulsi,30,2022
213,edgard_traboulsi,2,2022
213,nasib_aljawhari,0,2022
213,malouf_ramzi,0,2022
213,mohamed_khawaja,0,2022
213,amin_sherri,0,2022
213,almutasim_adham,0,2022
213,abd_mutarji,0,2022
213,maha_shati,0,2022
213,fuad_haddad,0,2022
213,michel_fallah,2,2022
213,faisal_alsayegh,0,2022
213,ahmad_ayash,0,2022
213,abdelrahman_almubasher,2,2022
213,lina_altannir,0,2022
213,zeina_almasri,0,2022
213,majed_dimashkieh,0,2022
213,bashir_itani,1,2022
213,khaled_qabbani,2,2022
213,wissam_fakhr,0,2022
213,nabil_itani,0,2022
213,huda_assi,0,2022
213,marwan_salam,0,2022
213,haidar_bazzi,0,2022
213,harutioun_kozian,0,2022
213,khalil_broumana,0,2022
213,yusra_altannir,1,2022
213,mahmoud_aljamal,1,2022
213,emad_alhout,0,2022
213,nabil_badr,1,2022
213,omar_aldabghi,0,2022
213,zeina_majdalani,0,2022
213,zeina_munther,0,2022
213,lina_hamdan,0,2022
213,ulfat_alsabi,0,2022
213,nabil_naja,0,2022
213,mazen_shbarro,0,2022
213,abdellatif_itani,0,2022
213,karim_shabaqlo,1,2022
213,hasan_kashli,0,2022
213,fuad_makhzoumi,0,2022
214,maha_alrassi,0,2022
214,nahida_khalil,0,2022
214,rima_abuchakra,0,2022
214,paola_rebeiz,0,2022
214,sara_yasin,0,2022
214,faisal_altamrawi,0,2022
214,yasin_fawaz,0,2022
214,ayman_ali,0,2022
214,naim_alayash,0,2022
214,samer_ghazi,0,2022
214,ali_fasai,0,2022
214,maya_shatila,0,2022
214,wiam_dallal,1,2022
214,hadi_alhusni,0,2022
214,alexei_alhaddad,3,2022
214,shiran_ali,0,2022
214,nasir_mohamed,0,2022
214,omar_sabra,3,2022
214,adel_aldeek,0,2022
214,adel_alhalabi,0,2022
214,muwaffak_alwatar,0,2022
214,mohamed_itani,0,2022
214,mahmoud_merhi,0,2022
214,dalal_alrahbani,0,2022
214,mohamed_shihab,0,2022
214,najib_saba,0,2022
214,ahmed_khalid,0,2022
214,melhem_khalaf,24,2022
214,nuhad_yazbek,10,2022
214,hani_alhamdiye,0,2022
214,mahmoud_fakih,0,2022
214,ali_abbas,2,2022
214,rushdi_qabbani,0,2022
214,waddah_alsadek,3,2022
214,samah_halwani,0,2022
214,fatima_meshref,0,2022
214,ibrahim_mnaimneh,29,2022
214,iman_tabbara,11,2022
214,marie_aljalakh,0,2022
214,iyad_albanna,0,2022
214,jihad_hamoud,0,2022
214,mohamed_alarab,0,2022
214,walid_itani,0,2022
214,khalid_hanqeer,0,2022
214,mohamed_ardaroumli,0,2022
214,ahmad_dabbagh,0,2022
214,adnan_traboulsi,19,2022
214,edgard_traboulsi,4,2022
214,nasib_aljawhari,0,2022
214,malouf_ramzi,0,2022
214,mohamed_khawaja,0,2022
214,amin_sherri,0,2022
214,almutasim_adham,0,2022
214,abd_mutarji,0,2022
214,maha_shati,1,2022
214,fuad_haddad,0,2022
214,michel_fallah,3,2022
214,faisal_alsayegh,0,2022
214,ahmad_ayash,0,2022
214,abdelrahman_almubasher,1,2022
214,lina_altannir,0,2022
214,zeina_almasri,1,2022
214,majed_dimashkieh,0,2022
214,bashir_itani,1,2022
214,khaled_qabbani,1,2022
214,wissam_fakhr,0,2022
214,nabil_itani,0,2022
214,huda_assi,0,2022
214,marwan_salam,0,2022
214,haidar_bazzi,0,2022
214,harutioun_kozian,0,2022
214,khalil_broumana,0,2022
214,yusra_altannir,0,2022
214,mahmoud_aljamal,1,2022
214,emad_alhout,2,2022
214,nabil_badr,0,2022
214,omar_aldabghi,3,2022
214,zeina_majdalani,1,2022
214,zeina_munther,0,2022
214,lina_hamdan,0,2022
214,ulfat_alsabi,0,2022
214,nabil_naja,0,2022
214,mazen_shbarro,0,2022
214,abdellatif_itani,0,2022
214,karim_shabaqlo,1,2022
214,hasan_kashli,1,2022
214,fuad_makhzoumi,1,2022
215,maha_alrassi,0,2022
215,nahida_khalil,0,2022
215,rima_abuchakra,0,2022
215,paola_rebeiz,0,2022
215,sara_yasin,0,2022
215,faisal_altamrawi,0,2022
215,yasin_fawaz,0,2022
215,ayman_ali,0,2022
215,naim_alayash,0,2022
215,samer_ghazi,0,2022
215,ali_fasai,0,2022
215,maya_shatila,0,2022
215,wiam_dallal,0,2022
215,hadi_alhusni,0,2022
215,alexei_alhaddad,1,2022
215,shiran_ali,0,2022
215,nasir_mohamed,1,2022
215,omar_sabra,1,2022
215,adel_aldeek,0,2022
215,adel_alhalabi,0,2022
215,muwaffak_alwatar,0,2022
215,mohamed_itani,0,2022
215,mahmoud_merhi,0,2022
215,dalal_alrahbani,0,2022
215,mohamed_shihab,0,2022
215,najib_saba,0,2022
215,ahmed_khalid,0,2022
215,melhem_khalaf,17,2022
215,nuhad_yazbek,6,2022
215,hani_alhamdiye,0,2022
215,mahmoud_fakih,2,2022
215,ali_abbas,0,2022
215,rushdi_qabbani,0,2022
215,waddah_alsadek,0,2022
215,samah_halwani,0,2022
215,fatima_meshref,3,2022
215,ibrahim_mnaimneh,19,2022
215,iman_tabbara,3,2022
215,marie_aljalakh,0,2022
215,iyad_albanna,0,2022
215,jihad_hamoud,0,2022
215,mohamed_alarab,0,2022
215,walid_itani,0,2022
215,khalid_hanqeer,0,2022
215,mohamed_ardaroumli,0,2022
215,ahmad_dabbagh,2,2022
215,adnan_traboulsi,1,2022
215,edgard_traboulsi,0,2022
215,nasib_aljawhari,0,2022
215,malouf_ramzi,0,2022
215,mohamed_khawaja,0,2022
215,amin_sherri,0,2022
215,almutasim_adham,0,2022
215,abd_mutarji,0,2022
215,maha_shati,0,2022
215,fuad_haddad,0,2022
215,michel_fallah,2,2022
215,faisal_alsayegh,2,2022
215,ahmad_ayash,0,2022
215,abdelrahman_almubasher,0,2022
215,lina_altannir,2,2022
215,zeina_almasri,1,2022
215,majed_dimashkieh,0,2022
215,bashir_itani,0,2022
215,khaled_qabbani,6,2022
215,wissam_fakhr,0,2022
215,nabil_itani,0,2022
215,huda_assi,0,2022
215,marwan_salam,2,2022
215,haidar_bazzi,0,2022
215,harutioun_kozian,0,2022
215,khalil_broumana,0,2022
215,yusra_altannir,0,2022
215,mahmoud_aljamal,0,2022
215,emad_alhout,0,2022
215,nabil_badr,0,2022
215,omar_aldabghi,2,2022
215,zeina_majdalani,3,2022
215,zeina_munther,0,2022
215,lina_hamdan,2,2022
215,ulfat_alsabi,0,2022
215,nabil_naja,0,2022
215,mazen_shbarro,0,2022
215,abdellatif_itani,0,2022
215,karim_shabaqlo,0,2022
215,hasan_kashli,0,2022
215,fuad_makhzoumi,1,2022
216,maha_alrassi,0,2022
216,nahida_khalil,0,2022
216,rima_abuchakra,0,2022
216,paola_rebeiz,0,2022
216,sara_yasin,0,2022
216,faisal_altamrawi,0,2022
216,yasin_fawaz,0,2022
216,ayman_ali,0,2022
216,naim_alayash,0,2022
216,samer_ghazi,0,2022
216,ali_fasai,0,2022
216,maya_shatila,0,2022
216,wiam_dallal,0,2022
216,hadi_alhusni,2,2022
216,alexei_alhaddad,0,2022
216,shiran_ali,0,2022
216,nasir_mohamed,0,2022
216,omar_sabra,0,2022
216,adel_aldeek,0,2022
216,adel_alhalabi,0,2022
216,muwaffak_alwatar,0,2022
216,mohamed_itani,0,2022
216,mahmoud_merhi,0,2022
216,dalal_alrahbani,0,2022
216,mohamed_shihab,0,2022
216,najib_saba,0,2022
216,ahmed_khalid,0,2022
216,melhem_khalaf,4,2022
216,nuhad_yazbek,0,2022
216,hani_alhamdiye,0,2022
216,mahmoud_fakih,0,2022
216,ali_abbas,0,2022
216,rushdi_qabbani,0,2022
216,waddah_alsadek,1,2022
216,samah_halwani,0,2022
216,fatima_meshref,0,2022
216,ibrahim_mnaimneh,1,2022
216,iman_tabbara,0,2022
216,marie_aljalakh,0,2022
216,iyad_albanna,0,2022
216,jihad_hamoud,0,2022
216,mohamed_alarab,0,2022
216,walid_itani,0,2022
216,khalid_hanqeer,0,2022
216,mohamed_ardaroumli,0,2022
216,ahmad_dabbagh,0,2022
216,adnan_traboulsi,0,2022
216,edgard_traboulsi,1,2022
216,nasib_aljawhari,0,2022
216,malouf_ramzi,0,2022
216,mohamed_khawaja,5,2022
216,amin_sherri,14,2022
216,almutasim_adham,0,2022
216,abd_mutarji,0,2022
216,maha_shati,0,2022
216,fuad_haddad,0,2022
216,michel_fallah,0,2022
216,faisal_alsayegh,0,2022
216,ahmad_ayash,0,2022
216,abdelrahman_almubasher,0,2022
216,lina_altannir,0,2022
216,zeina_almasri,0,2022
216,majed_dimashkieh,0,2022
216,bashir_itani,0,2022
216,khaled_qabbani,0,2022
216,wissam_fakhr,0,2022
216,nabil_itani,0,2022
216,huda_assi,0,2022
216,marwan_salam,0,2022
216,haidar_bazzi,0,2022
216,harutioun_kozian,0,2022
216,khalil_broumana,1,2022
216,yusra_altannir,0,2022
216,mahmoud_aljamal,0,2022
216,emad_alhout,0,2022
216,nabil_badr,0,2022
216,omar_aldabghi,0,2022
216,zeina_majdalani,0,2022
216,zeina_munther,0,2022
216,lina_hamdan,0,2022
216,ulfat_alsabi,0,2022
216,nabil_naja,0,2022
216,mazen_shbarro,0,2022
216,abdellatif_itani,0,2022
216,karim_shabaqlo,0,2022
216,hasan_kashli,0,2022
216,fuad_makhzoumi,0,2022
217,maha_alrassi,0,2022
217,nahida_khalil,0,2022
217,rima_abuchakra,0,2022
217,paola_rebeiz,0,2022
217,sara_yasin,0,2022
217,faisal_altamrawi,0,2022
217,yasin_fawaz,0,2022
217,ayman_ali,0,2022
217,naim_alayash,0,2022
217,samer_ghazi,0,2022
217,ali_fasai,0,2022
217,maya_shatila,0,2022
217,wiam_dallal,0,2022
217,hadi_alhusni,0,2022
217,alexei_alhaddad,0,2022
217,shiran_ali,0,2022
217,nasir_mohamed,0,2022
217,omar_sabra,0,2022
217,adel_aldeek,0,2022
217,adel_alhalabi,0,2022
217,muwaffak_alwatar,0,2022
217,mohamed_itani,0,2022
217,mahmoud_merhi,0,2022
217,dalal_alrahbani,0,2022
217,mohamed_shihab,0,2022
217,najib_saba,0,2022
217,ahmed_khalid,0,2022
217,melhem_khalaf,2,2022
217,nuhad_yazbek,0,2022
217,hani_alhamdiye,0,2022
217,mahmoud_fakih,0,2022
217,ali_abbas,0,2022
217,rushdi_qabbani,0,2022
217,waddah_alsadek,0,2022
217,samah_halwani,0,2022
217,fatima_meshref,0,2022
217,ibrahim_mnaimneh,1,2022
217,iman_tabbara,0,2022
217,marie_aljalakh,0,2022
217,iyad_albanna,0,2022
217,jihad_hamoud,0,2022
217,mohamed_alarab,0,2022
217,walid_itani,0,2022
217,khalid_hanqeer,0,2022
217,mohamed_ardaroumli,0,2022
217,ahmad_dabbagh,0,2022
217,adnan_traboulsi,0,2022
217,edgard_traboulsi,0,2022
217,nasib_aljawhari,0,2022
217,malouf_ramzi,0,2022
217,mohamed_khawaja,1,2022
217,amin_sherri,5,2022
217,almutasim_adham,0,2022
217,abd_mutarji,0,2022
217,maha_shati,0,2022
217,fuad_haddad,0,2022
217,michel_fallah,0,2022
217,faisal_alsayegh,0,2022
217,ahmad_ayash,0,2022
217,abdelrahman_almubasher,0,2022
217,lina_altannir,0,2022
217,zeina_almasri,0,2022
217,majed_dimashkieh,0,2022
217,bashir_itani,0,2022
217,khaled_qabbani,0,2022
217,wissam_fakhr,0,2022
217,nabil_itani,0,2022
217,huda_assi,0,2022
217,marwan_salam,0,2022
217,haidar_bazzi,0,2022
217,harutioun_kozian,0,2022
217,khalil_broumana,0,2022
217,yusra_altannir,0,2022
217,mahmoud_aljamal,0,2022
217,emad_alhout,0,2022
217,nabil_badr,0,2022
217,omar_aldabghi,0,2022
217,zeina_majdalani,0,2022
217,zeina_munther,0,2022
217,lina_hamdan,0,2022
217,ulfat_alsabi,0,2022
217,nabil_naja,0,2022
217,mazen_shbarro,0,2022
217,abdellatif_itani,0,2022
217,karim_shabaqlo,0,2022
217,hasan_kashli,0,2022
217,fuad_makhzoumi,1,2022
218,maha_alrassi,0,2022
218,nahida_khalil,0,2022
218,rima_abuchakra,0,2022
218,paola_rebeiz,0,2022
218,sara_yasin,0,2022
218,faisal_altamrawi,0,2022
218,yasin_fawaz,0,2022
218,ayman_ali,0,2022
218,naim_alayash,0,2022
218,samer_ghazi,0,2022
218,ali_fasai,0,2022
218,maya_shatila,0,2022
218,wiam_dallal,0,2022
218,hadi_alhusni,0,2022
218,alexei_alhaddad,0,2022
218,shiran_ali,0,2022
218,nasir_mohamed,0,2022
218,omar_sabra,0,2022
218,adel_aldeek,0,2022
218,adel_alhalabi,0,2022
218,muwaffak_alwatar,0,2022
218,mohamed_itani,0,2022
218,mahmoud_merhi,0,2022
218,dalal_alrahbani,0,2022
218,mohamed_shihab,0,2022
218,najib_saba,0,2022
218,ahmed_khalid,0,2022
218,melhem_khalaf,0,2022
218,nuhad_yazbek,1,2022
218,hani_alhamdiye,0,2022
218,mahmoud_fakih,0,2022
218,ali_abbas,0,2022
218,rushdi_qabbani,0,2022
218,waddah_alsadek,0,2022
218,samah_halwani,0,2022
218,fatima_meshref,0,2022
218,ibrahim_mnaimneh,0,2022
218,iman_tabbara,0,2022
218,marie_aljalakh,0,2022
218,iyad_albanna,0,2022
218,jihad_hamoud,0,2022
218,mohamed_alarab,0,2022
218,walid_itani,0,2022
218,khalid_hanqeer,0,2022
218,mohamed_ardaroumli,0,2022
218,ahmad_dabbagh,0,2022
218,adnan_traboulsi,0,2022
218,edgard_traboulsi,0,2022
218,nasib_aljawhari,0,2022
218,malouf_ramzi,0,2022
218,mohamed_khawaja,0,2022
218,amin_sherri,0,2022
218,almutasim_adham,0,2022
218,abd_mutarji,0,2022
218,maha_shati,0,2022
218,fuad_haddad,0,2022
218,michel_fallah,0,2022
218,faisal_alsayegh,0,2022
218,ahmad_ayash,0,2022
218,abdelrahman_almubasher,0,2022
218,lina_altannir,0,2022
218,zeina_almasri,0,2022
218,majed_dimashkieh,0,2022
218,bashir_itani,0,2022
218,khaled_qabbani,0,2022
218,wissam_fakhr,0,2022
218,nabil_itani,0,2022
218,huda_assi,0,2022
218,marwan_salam,0,2022
218,haidar_bazzi,0,2022
218,harutioun_kozian,0,2022
218,khalil_broumana,0,2022
218,yusra_altannir,0,2022
218,mahmoud_aljamal,0,2022
218,emad_alhout,0,2022
218,nabil_badr,0,2022
218,omar_aldabghi,0,2022
218,zeina_majdalani,0,2022
218,zeina_munther,0,2022
218,lina_hamdan,0,2022
218,ulfat_alsabi,0,2022
218,nabil_naja,0,2022
218,mazen_shbarro,0,2022
218,abdellatif_itani,0,2022
218,karim_shabaqlo,1,2022
218,hasan_kashli,0,2022
218,fuad_makhzoumi,0,2022
219,maha_alrassi,0,2022
219,nahida_khalil,0,2022
219,rima_abuchakra,0,2022
219,paola_rebeiz,0,2022
219,sara_yasin,0,2022
219,faisal_altamrawi,0,2022
219,yasin_fawaz,0,2022
219,ayman_ali,0,2022
219,naim_alayash,0,2022
219,samer_ghazi,0,2022
219,ali_fasai,0,2022
219,maya_shatila,0,2022
219,wiam_dallal,0,2022
219,hadi_alhusni,0,2022
219,alexei_alhaddad,0,2022
219,shiran_ali,0,2022
219,nasir_mohamed,0,2022
219,omar_sabra,1,2022
219,adel_aldeek,0,2022
219,adel_alhalabi,0,2022
219,muwaffak_alwatar,0,2022
219,mohamed_itani,0,2022
219,mahmoud_merhi,0,2022
219,dalal_alrahbani,0,2022
219,mohamed_shihab,0,2022
219,najib_saba,0,2022
219,ahmed_khalid,0,2022
219,melhem_khalaf,1,2022
219,nuhad_yazbek,0,2022
219,hani_alhamdiye,0,2022
219,mahmoud_fakih,0,2022
219,ali_abbas,0,2022
219,rushdi_qabbani,0,2022
219,waddah_alsadek,0,2022
219,samah_halwani,0,2022
219,fatima_meshref,0,2022
219,ibrahim_mnaimneh,0,2022
219,iman_tabbara,0,2022
219,marie_aljalakh,0,2022
219,iyad_albanna,0,2022
219,jihad_hamoud,0,2022
219,mohamed_alarab,0,2022
219,walid_itani,0,2022
219,khalid_hanqeer,0,2022
219,mohamed_ardaroumli,0,2022
219,ahmad_dabbagh,0,2022
219,adnan_traboulsi,0,2022
219,edgard_traboulsi,0,2022
219,nasib_aljawhari,0,2022
219,malouf_ramzi,0,2022
219,mohamed_khawaja,1,2022
219,amin_sherri,1,2022
219,almutasim_adham,0,2022
219,abd_mutarji,0,2022
219,maha_shati,0,2022
219,fuad_haddad,0,2022
219,michel_fallah,0,2022
219,faisal_alsayegh,0,2022
219,ahmad_ayash,0,2022
219,abdelrahman_almubasher,0,2022
219,lina_altannir,0,2022
219,zeina_almasri,0,2022
219,majed_dimashkieh,0,2022
219,bashir_itani,0,2022
219,khaled_qabbani,0,2022
219,wissam_fakhr,0,2022
219,nabil_itani,0,2022
219,huda_assi,0,2022
219,marwan_salam,0,2022
219,haidar_bazzi,0,2022
219,harutioun_kozian,0,2022
219,khalil_broumana,0,2022
219,yusra_altannir,1,2022
219,mahmoud_aljamal,0,2022
219,emad_alhout,0,2022
219,nabil_badr,0,2022
219,omar_aldabghi,0,2022
219,zeina_majdalani,0,2022
219,zeina_munther,0,2022
219,lina_hamdan,0,2022
219,ulfat_alsabi,0,2022
219,nabil_naja,0,2022
219,mazen_shbarro,0,2022
219,abdellatif_itani,0,2022
219,karim_shabaqlo,0,2022
219,hasan_kashli,0,2022
219,fuad_makhzoumi,0,2022
220,maha_alrassi,0,2022
220,nahida_khalil,0,2022
220,rima_abuchakra,0,2022
220,paola_rebeiz,0,2022
220,sara_yasin,0,2022
220,faisal_altamrawi,0,2022
220,yasin_fawaz,0,2022
220,ayman_ali,0,2022
220,naim_alayash,0,2022
220,samer_ghazi,0,2022
220,ali_fasai,0,2022
220,maya_shatila,0,2022
220,wiam_dallal,1,2022
220,hadi_alhusni,0,2022
220,alexei_alhaddad,2,2022
220,shiran_ali,0,2022
220,nasir_mohamed,0,2022
220,omar_sabra,2,2022
220,adel_aldeek,0,2022
220,adel_alhalabi,0,2022
220,muwaffak_alwatar,1,2022
220,mohamed_itani,0,2022
220,mahmoud_merhi,0,2022
220,dalal_alrahbani,0,2022
220,mohamed_shihab,1,2022
220,najib_saba,0,2022
220,ahmed_khalid,0,2022
220,melhem_khalaf,19,2022
220,nuhad_yazbek,4,2022
220,hani_alhamdiye,0,2022
220,mahmoud_fakih,0,2022
220,ali_abbas,1,2022
220,rushdi_qabbani,1,2022
220,waddah_alsadek,2,2022
220,samah_halwani,0,2022
220,fatima_meshref,0,2022
220,ibrahim_mnaimneh,17,2022
220,iman_tabbara,0,2022
220,marie_aljalakh,0,2022
220,iyad_albanna,0,2022
220,jihad_hamoud,0,2022
220,mohamed_alarab,0,2022
220,walid_itani,0,2022
220,khalid_hanqeer,0,2022
220,mohamed_ardaroumli,0,2022
220,ahmad_dabbagh,0,2022
220,adnan_traboulsi,0,2022
220,edgard_traboulsi,2,2022
220,nasib_aljawhari,0,2022
220,malouf_ramzi,0,2022
220,mohamed_khawaja,0,2022
220,amin_sherri,10,2022
220,almutasim_adham,0,2022
220,abd_mutarji,0,2022
220,maha_shati,0,2022
220,fuad_haddad,0,2022
220,michel_fallah,3,2022
220,faisal_alsayegh,1,2022
220,ahmad_ayash,1,2022
220,abdelrahman_almubasher,0,2022
220,lina_altannir,2,2022
220,zeina_almasri,0,2022
220,majed_dimashkieh,0,2022
220,bashir_itani,0,2022
220,khaled_qabbani,6,2022
220,wissam_fakhr,0,2022
220,nabil_itani,0,2022
220,huda_assi,0,2022
220,marwan_salam,0,2022
220,haidar_bazzi,0,2022
220,harutioun_kozian,0,2022
220,khalil_broumana,0,2022
220,yusra_altannir,0,2022
220,mahmoud_aljamal,0,2022
220,emad_alhout,0,2022
220,nabil_badr,3,2022
220,omar_aldabghi,1,2022
220,zeina_majdalani,1,2022
220,zeina_munther,0,2022
220,lina_hamdan,1,2022
220,ulfat_alsabi,0,2022
220,nabil_naja,0,2022
220,mazen_shbarro,0,2022
220,abdellatif_itani,1,2022
220,karim_shabaqlo,0,2022
220,hasan_kashli,0,2022
220,fuad_makhzoumi,1,2022
221,maha_alrassi,0,2022
221,nahida_khalil,0,2022
221,rima_abuchakra,0,2022
221,paola_rebeiz,0,2022
221,sara_yasin,0,2022
221,faisal_altamrawi,0,2022
221,yasin_fawaz,0,2022
221,ayman_ali,0,2022
221,naim_alayash,0,2022
221,samer_ghazi,0,2022
221,ali_fasai,0,2022
221,maya_shatila,0,2022
221,wiam_dallal,0,2022
221,hadi_alhusni,0,2022
221,alexei_alhaddad,0,2022
221,shiran_ali,0,2022
221,nasir_mohamed,0,2022
221,omar_sabra,0,2022
221,adel_aldeek,0,2022
221,adel_alhalabi,0,2022
221,muwaffak_alwatar,0,2022
221,mohamed_itani,0,2022
221,mahmoud_merhi,0,2022
221,dalal_alrahbani,0,2022
221,mohamed_shihab,0,2022
221,najib_saba,0,2022
221,ahmed_khalid,0,2022
221,melhem_khalaf,0,2022
221,nuhad_yazbek,4,2022
221,hani_alhamdiye,0,2022
221,mahmoud_fakih,0,2022
221,ali_abbas,0,2022
221,rushdi_qabbani,0,2022
221,waddah_alsadek,0,2022
221,samah_halwani,0,2022
221,fatima_meshref,0,2022
221,ibrahim_mnaimneh,5,2022
221,iman_tabbara,1,2022
221,marie_aljalakh,0,2022
221,iyad_albanna,0,2022
221,jihad_hamoud,0,2022
221,mohamed_alarab,0,2022
221,walid_itani,0,2022
221,khalid_hanqeer,0,2022
221,mohamed_ardaroumli,0,2022
221,ahmad_dabbagh,2,2022
221,adnan_traboulsi,12,2022
221,edgard_traboulsi,0,2022
221,nasib_aljawhari,0,2022
221,malouf_ramzi,0,2022
221,mohamed_khawaja,0,2022
221,amin_sherri,3,2022
221,almutasim_adham,0,2022
221,abd_mutarji,0,2022
221,maha_shati,0,2022
221,fuad_haddad,0,2022
221,michel_fallah,0,2022
221,faisal_alsayegh,0,2022
221,ahmad_ayash,0,2022
221,abdelrahman_almubasher,0,2022
221,lina_altannir,2,2022
221,zeina_almasri,0,2022
221,majed_dimashkieh,0,2022
221,bashir_itani,0,2022
221,khaled_qabbani,0,2022
221,wissam_fakhr,0,2022
221,nabil_itani,0,2022
221,huda_assi,0,2022
221,marwan_salam,0,2022
221,haidar_bazzi,0,2022
221,harutioun_kozian,0,2022
221,khalil_broumana,0,2022
221,yusra_altannir,0,2022
221,mahmoud_aljamal,0,2022
221,emad_alhout,0,2022
221,nabil_badr,0,2022
221,omar_aldabghi,1,2022
221,zeina_majdalani,0,2022
221,zeina_munther,0,2022
221,lina_hamdan,0,2022
221,ulfat_alsabi,0,2022
221,nabil_naja,0,2022
221,mazen_shbarro,0,2022
221,abdellatif_itani,0,2022
221,karim_shabaqlo,0,2022
221,hasan_kashli,0,2022
221,fuad_makhzoumi,0,2022
222,maha_alrassi,0,2022
222,nahida_khalil,0,2022
222,rima_abuchakra,0,2022
222,paola_rebeiz,0,2022
222,sara_yasin,0,2022
222,faisal_altamrawi,0,2022
222,yasin_fawaz,0,2022
222,ayman_ali,0,2022
222,naim_alayash,0,2022
222,samer_ghazi,0,2022
222,ali_fasai,0,2022
222,maya_shatila,0,2022
222,wiam_dallal,0,2022
222,hadi_alhusni,0,2022
222,alexei_alhaddad,1,2022
222,shiran_ali,0,2022
222,nasir_mohamed,0,2022
222,omar_sabra,0,2022
222,adel_aldeek,0,2022
222,adel_alhalabi,0,2022
222,muwaffak_alwatar,0,2022
222,mohamed_itani,0,2022
222,mahmoud_merhi,0,2022
222,dalal_alrahbani,0,2022
222,mohamed_shihab,0,2022
222,najib_saba,0,2022
222,ahmed_khalid,0,2022
222,melhem_khalaf,3,2022
222,nuhad_yazbek,0,2022
222,hani_alhamdiye,0,2022
222,mahmoud_fakih,0,2022
222,ali_abbas,0,2022
222,rushdi_qabbani,0,2022
222,waddah_alsadek,0,2022
222,samah_halwani,0,2022
222,fatima_meshref,0,2022
222,ibrahim_mnaimneh,2,2022
222,iman_tabbara,3,2022
222,marie_aljalakh,0,2022
222,iyad_albanna,0,2022
222,jihad_hamoud,0,2022
222,mohamed_alarab,0,2022
222,walid_itani,0,2022
222,khalid_hanqeer,0,2022
222,mohamed_ardaroumli,0,2022
222,ahmad_dabbagh,0,2022
222,adnan_traboulsi,0,2022
222,edgard_traboulsi,0,2022
222,nasib_aljawhari,0,2022
222,malouf_ramzi,0,2022
222,mohamed_khawaja,0,2022
222,amin_sherri,0,2022
222,almutasim_adham,0,2022
222,abd_mutarji,0,2022
222,maha_shati,0,2022
222,fuad_haddad,0,2022
222,michel_fallah,1,2022
222,faisal_alsayegh,0,2022
222,ahmad_ayash,0,2022
222,abdelrahman_almubasher,0,2022
222,lina_altannir,0,2022
222,zeina_almasri,0,2022
222,majed_dimashkieh,0,2022
222,bashir_itani,0,2022
222,khaled_qabbani,0,2022
222,wissam_fakhr,0,2022
222,nabil_itani,0,2022
222,huda_assi,0,2022
222,marwan_salam,0,2022
222,haidar_bazzi,0,2022
222,harutioun_kozian,0,2022
222,khalil_broumana,0,2022
222,yusra_altannir,0,2022
222,mahmoud_aljamal,0,2022
222,emad_alhout,0,2022
222,nabil_badr,0,2022
222,omar_aldabghi,0,2022
222,zeina_majdalani,0,2022
222,zeina_munther,0,2022
222,lina_hamdan,0,2022
222,ulfat_alsabi,0,2022
222,nabil_naja,0,2022
222,mazen_shbarro,0,2022
222,abdellatif_itani,0,2022
222,karim_shabaqlo,0,2022
222,hasan_kashli,0,2022
222,fuad_makhzoumi,1,2022
223,maha_alrassi,0,2022
223,nahida_khalil,0,2022
223,rima_abuchakra,0,2022
223,paola_rebeiz,0,2022
223,sara_yasin,0,2022
223,faisal_altamrawi,0,2022
223,yasin_fawaz,0,2022
223,ayman_ali,0,2022
223,naim_alayash,0,2022
223,samer_ghazi,0,2022
223,ali_fasai,0,2022
223,maya_shatila,0,2022
223,wiam_dallal,0,2022
223,hadi_alhusni,0,2022
223,alexei_alhaddad,0,2022
223,shiran_ali,0,2022
223,nasir_mohamed,0,2022
223,omar_sabra,0,2022
223,adel_aldeek,0,2022
223,adel_alhalabi,0,2022
223,muwaffak_alwatar,0,2022
223,mohamed_itani,0,2022
223,mahmoud_merhi,0,2022
223,dalal_alrahbani,0,2022
223,mohamed_shihab,0,2022
223,najib_saba,0,2022
223,ahmed_khalid,0,2022
223,melhem_khalaf,13,2022
223,nuhad_yazbek,3,2022
223,hani_alhamdiye,0,2022
223,mahmoud_fakih,0,2022
223,ali_abbas,1,2022
223,rushdi_qabbani,2,2022
223,waddah_alsadek,6,2022
223,samah_halwani,1,2022
223,fatima_meshref,1,2022
223,ibrahim_mnaimneh,9,2022
223,iman_tabbara,3,2022
223,marie_aljalakh,0,2022
223,iyad_albanna,0,2022
223,jihad_hamoud,0,2022
223,mohamed_alarab,0,2022
223,walid_itani,0,2022
223,khalid_hanqeer,0,2022
223,mohamed_ardaroumli,0,2022
223,ahmad_dabbagh,0,2022
223,adnan_traboulsi,0,2022
